Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2105,Patient Svcs Finance Tech,26377,54579.81,0.0,932.98,55512.79,13295.84,12424.5,4512.0,30232.34,85745.13
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,8372,41685.48,0.0,543.11,42228.59,10183.94,9718.59,3187.76,23090.29,65318.88
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5291,Planner 3,39636,97170.23,0.0,0.0,97170.23,19956.41,11952.61,7332.53,39241.55,136411.78
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,44606,15572.06,66.19,0.0,15638.25,2686.86,4139.51,1241.55,8067.92,23706.17
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,22271,87361.43,0.0,3622.04,90983.47,18345.98,7739.33,6001.9,32087.21,123070.68
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,252.0,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,47169,26136.0,626.18,6189.63,32951.81,5771.07,5734.39,2520.1,14025.56,46977.37
Calendar,2015,7,General City Responsibilities,UNA,General Fund Unallocated,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3284,Recreation Director,31715,0.0,0.0,5225.61,5225.61,0.0,0.0,399.76,399.76,5625.37
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,51813,96748.76,3016.79,13199.52,112965.07,19612.24,10074.9,1892.49,31579.63,144544.7
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,15682,148529.11,0.0,13844.56,162373.67,29693.82,12376.71,5344.37,47414.9,209788.57
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1825,Prnpl Admin Analyst II,52331,69984.85,0.0,0.0,69984.85,15217.7,6765.8,5650.41,27633.91,97618.76
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,13745,108335.43,4825.89,641.74,113803.06,21881.41,9891.69,9373.58,41146.68,154949.74
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9209,Community Police Services Aide,36227,57314.92,41.36,5883.27,63239.55,13537.4,12388.66,4870.27,30796.33,94035.88
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0932,Manager IV,27729,147391.3,0.0,0.0,147391.3,29514.44,12424.5,17506.21,59445.15,206836.45
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,31093,8819.11,0.0,0.0,8819.11,2275.34,1959.25,715.8,4950.39,13769.5
Calendar,2015,6,General Administration & Finance,REG,Elections,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1408,Principal Clerk,45083,46531.04,160.72,0.0,46691.76,11071.74,9079.44,3801.22,23952.4,70644.16
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261.0,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,47254,63887.02,0.0,2258.71,66145.73,13620.13,12424.5,5469.29,31513.92,97659.65
Calendar,2015,3,Human Welfare & Neighborhood Development,CFC,Children and Families Commission,790.0,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9775,Sr Community Dev Spec 2,44489,113852.01,0.0,0.0,113852.01,22913.02,12424.5,9320.96,44658.48,158510.49
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,33936,97764.07,2792.67,17896.65,118453.39,27388.92,12424.52,2015.62,41829.06,160282.45
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3618,Library Technical Assistant 2,49893,79264.87,0.0,2650.95,81915.82,16883.69,12472.29,6451.31,35807.29,117723.11
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3208,Pool Lifeguard,21587,9184.83,0.0,242.76,9427.59,2268.84,0.0,607.71,2876.55,12304.14
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2110,Medical Records Clerk,20377,62758.51,0.0,0.0,62758.51,12917.32,12203.67,5209.39,30330.38,93088.89
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,790.0,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,7686,56531.01,1670.98,641.97,58843.96,11783.98,12424.5,4619.26,28827.74,87671.7
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,8907,69458.74,4632.94,6786.98,80878.66,15218.28,9712.8,1322.64,26253.72,107132.38
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2907,Eligibility Worker Supervisor,42371,85368.01,1055.99,0.0,86424.0,17594.59,12424.5,7113.34,37132.43,123556.43
Calendar,2015,1,Public Protection,SHF,Sheriff,498.0,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,25057,95440.14,35189.53,16410.06,147039.73,27177.06,12137.78,2474.56,41789.4,188829.13
Calendar,2015,1,Public Protection,ECD,Department of Emergency Management,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,1619,93227.75,19776.01,5467.2,118470.96,19619.26,12364.77,9732.99,41717.02,160187.98
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42054,59024.42,13953.35,2010.43,74988.2,16554.33,11623.54,5809.22,33987.09,108975.29
Calendar,2015,6,General Administration & Finance,CAT,City Attorney,311.0,Municipal Attorneys' Association,8100,Legal & Court,8182,"Head Atty, Civil & Criminal",9113,69770.13,0.0,375.0,70145.13,12717.3,4300.79,1342.09,18360.18,88505.31
Calendar,2015,2,"Public Works, Transportation & Commerce",PRT,Port,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",9300,Port Operation,9376,"Market Research Spec, Port",45086,96254.01,0.0,0.0,96254.01,19838.21,12424.5,7860.57,40123.28,136377.29
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,252.0,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,8532,64463.73,11705.95,13783.22,89952.9,15298.13,12424.49,7122.99,34845.61,124798.51
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters Unit 1, Local 798",H000,Fire Services,H008,EMT Paramedic,37201,2369.81,0.0,0.0,2369.81,0.0,328.54,183.93,512.47,2882.28
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",9200,Airport Operation,9255,Airport Economic Planner,3398,71835.04,0.0,0.0,71835.04,15523.44,7167.99,5450.29,28141.72,99976.76
Calendar,2015,1,Public Protection,PDR,Public Defender,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),31530,154295.0,0.0,1500.0,155795.0,31300.09,12424.5,10333.24,54057.83,209852.83
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0943,Manager VIII,45840,209576.01,0.0,0.0,209576.01,42117.55,12424.5,18590.66,73132.71,282708.72
Calendar,2015,5,Culture & Recreation,AAM,Asian Art Museum,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8226,Museum Guard,21784,19054.12,825.01,0.0,19879.13,0.0,4562.12,1540.97,6103.09,25982.22
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,21106,14843.64,659.98,71.97,15575.59,0.0,5125.14,1207.54,6332.68,21908.27
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,22353,142582.42,6512.86,13799.36,162894.64,29184.14,9461.74,3985.26,42631.14,205525.78
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,48795,67520.8,9500.63,5706.68,82728.11,20032.87,13303.9,6328.23,39665.0,122393.11
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,10886,61730.94,475.31,2966.84,65173.09,13011.2,10917.91,5126.03,29055.14,94228.23
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,30901,66503.63,13886.91,5225.13,85615.67,19645.75,13106.95,6431.48,39184.18,124799.85
Calendar,2015,6,General Administration & Finance,CON,Controller,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0922,Manager I,15244,110552.08,0.0,0.0,110552.08,22520.9,12394.64,16667.45,51582.99,162135.07
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200.0,"Transportation Workers, Local 200",9100,Street Transit,9141,Transit Manager 2,12025,122732.7,0.0,254.44,122987.14,24732.84,12424.5,9831.27,46988.61,169975.75
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,5631,91627.28,13396.27,10084.42,115107.97,20040.78,12426.59,1939.08,34406.45,149514.42
Calendar,2015,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,39.0,"Stationary Engineers, Local 39",7300,Journeyman Trade,7372,"Stationary Eng, Sewage Plant",34756,39413.01,1111.98,1378.0,41902.99,9028.87,5256.52,3476.32,17761.71,59664.7
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,3.0,"Operating Engineers - Miscellaneous, Local 3",7300,Journeyman Trade,7328,"Operating Engineer, Universal",39422,64944.0,20582.37,3149.66,88676.03,14652.57,8601.59,7111.24,30365.4,119041.43
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,351.0,Municipal Executive Association - Miscellaneous,0900,Management,0941,Manager VI,33113,149478.91,0.0,0.0,149478.91,29858.27,11468.78,16536.71,57863.76,207342.67
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,33639,101835.33,552.24,5932.75,108320.32,21063.45,15052.75,1897.56,38013.76,146334.08
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130.0,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7381,Automotive Mechanic,38009,81157.0,23447.25,20508.01,125112.26,20060.2,12424.51,9786.57,42271.28,167383.54
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,37034,27619.99,3235.86,934.95,31790.8,7152.27,8595.91,2384.24,18132.42,49923.22
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9209,Community Police Services Aide,31347,67911.02,0.0,5018.87,72929.89,14498.72,12424.5,5977.83,32901.05,105830.94
Calendar,2015,1,Public Protection,DAT,District Attorney,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),1262,130539.04,0.0,1500.0,132039.04,26562.86,12424.5,10010.35,48997.71,181036.75
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,27569,144706.0,0.0,10649.33,155355.33,29223.4,12424.5,9981.4,51629.3,206984.63
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2400,"Lab, Pharmacy & Med Techs",2454,Clinical Pharmacist,45448,87008.7,0.0,4665.6,91674.3,17855.67,6546.76,6914.81,31317.24,122991.54
Calendar,2015,1,Public Protection,DAT,District Attorney,311.0,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),17765,110038.6,0.0,1500.0,111538.6,22722.88,12424.5,8953.39,44100.77,155639.37
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,47872,68636.92,11866.67,4949.48,85453.07,15048.51,12460.34,1358.72,28867.57,114320.64
Calendar,2015,3,Human Welfare & Neighborhood Development,CSS,Child Support Services,790.0,"SEIU - Miscellaneous, Local 1021",8100,Legal & Court,8158,Child Support Officer II,20883,26262.26,0.0,0.0,26262.26,5474.44,4151.81,2164.85,11791.1,38053.36
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5218,Structural Engineer,45774,149312.02,0.0,0.0,149312.02,30049.2,12424.63,10331.14,52804.97,202116.99
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,33329,1513.88,0.0,736.89,2250.77,390.58,435.27,165.28,991.13,3241.9
Calendar,2015,6,General Administration & Finance,CON,Controller,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1805,Performance Analyst II,23814,23307.0,0.0,0.0,23307.0,4337.43,3345.06,1850.63,9533.12,32840.12
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,30328,68248.89,9315.07,5516.7,83080.66,20216.97,13447.49,6448.62,40113.08,123193.74
Calendar,2015,2,"Public Works, Transportation & Commerce",PRT,Port,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5277,Planner 1,42019,30450.74,0.0,0.0,30450.74,6830.13,5172.89,2467.84,14470.86,44921.6
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2302,Nursing Assistant,33859,2567.53,0.0,3992.65,6560.18,581.04,456.96,509.34,1547.34,8107.52
Calendar,2015,4,Community Health,DPH,Public Health,858.0,"Teamsters - Supervising Nurses, Local 856",2300,Nursing,2322,Nurse Manager,40650,190705.03,1162.3,10151.66,202018.99,39335.54,12424.5,11192.07,62952.11,264971.1
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,51745,79395.01,0.0,0.0,79395.01,16363.74,12424.5,6460.19,35248.43,114643.44
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,47697,119492.72,8063.81,18372.04,145928.57,26414.61,15148.34,2452.44,44015.39,189943.96
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6.0,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,27583,42602.0,2748.75,7548.25,52899.0,9050.75,6212.25,4240.61,19503.61,72402.61
Calendar,2015,1,Public Protection,JUV,Juvenile Probation,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1600,"Payroll, Billing & Accounting",1652,Accountant II,17746,72618.22,0.0,0.0,72618.22,14949.56,12424.5,5685.87,33059.93,105678.15
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200.0,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,28012,91663.8,26552.96,5992.03,124208.79,19475.08,12567.87,9813.47,41856.42,166065.21
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3610,Library Assistant,49368,46215.08,0.0,832.4,47047.48,9729.7,9306.43,3837.43,22873.56,69921.04
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,18064,24004.0,0.0,0.0,24004.0,4351.92,4061.86,1851.75,10265.53,34269.53
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2481,Water Qualitytech I/II,8076,2602.0,0.0,0.0,2602.0,583.63,477.86,200.66,1262.15,3864.15
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,6909,47427.72,0.0,4319.08,51746.8,11241.89,10545.18,4055.38,25842.45,77589.25
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3632,Librarian 2,32530,93322.91,0.0,1145.07,94467.98,19463.18,12376.71,7777.41,39617.3,134085.28
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",7500,Semi-Skilled & General Labor,7524,Institution Utility Worker,28113,29136.0,344.93,0.0,29480.93,6711.03,8123.71,2197.97,17032.71,46513.64
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,23873,186698.52,2541.82,1329.13,190569.47,37785.84,12341.17,10982.04,61109.05,251678.52
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2456,Asst Forensic Toxicologist 1,18498,110338.04,0.0,1541.64,111879.68,22221.33,12424.5,9191.97,43837.8,155717.48
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,2519,10431.93,1878.99,319.47,12630.39,3029.58,3292.97,902.92,7225.47,19855.86
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,46844,4875.75,0.0,2519.17,7394.92,90.32,0.0,2575.44,2665.76,10060.68
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,18394,65187.04,83.24,0.0,65270.28,13412.95,12424.5,5361.24,31198.69,96468.97
Calendar,2015,2,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,790.0,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9774,Sr Community Devl Spc 1,3458,56463.0,0.0,0.0,56463.0,11001.49,7645.84,4522.39,23169.72,79632.72
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2587,Health Worker 3,22642,55162.12,0.0,0.0,55162.12,11364.42,12376.71,4487.73,28228.86,83390.98
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,49394,4405.01,0.0,3495.57,7900.58,996.09,714.53,628.58,2339.2,10239.78
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1428,Unit Clerk,14169,0.0,0.0,881.21,881.21,0.0,34.25,67.42,101.67,982.88
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,10970,62468.8,843.34,938.54,64250.68,12998.08,12424.5,5246.35,30668.93,94919.61
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790.0,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3264,Camp Assistant,39545,4017.75,0.0,2.04,4019.79,0.0,1878.6,311.76,2190.36,6210.15
Calendar,2015,4,Community Health,DPH,Public Health,791.0,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,19640,27714.6,0.0,4619.17,32333.77,8548.34,0.0,4699.36,13247.7,45581.47
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2230,Physician Specialist,13866,103265.25,0.0,7476.84,110742.09,17025.11,6066.32,-4186.63,18904.8,129646.89
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5293,Planner 4,44722,62.01,0.0,0.0,62.01,11.24,5.97,5.32,22.53,84.54
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,38465,117135.34,7036.35,5736.01,129907.7,23184.68,12424.5,2212.64,37821.82,167729.52
Calendar,2015,1,Public Protection,SHF,Sheriff,790.0,"SEIU - Miscellaneous, Local 1021",8300,Correction & Detention,8300,Sheriff's Cadet,49223,39312.64,332.09,500.0,40144.73,9617.18,10683.21,3275.44,23575.83,63720.56
Calendar,2015,4,Community Health,DPH,Public Health,250.0,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1428,Unit Clerk,5426,64330.19,0.0,812.3,65142.49,13410.34,12191.6,5388.55,30990.49,96132.98
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",9700,Community Development,9703,Emp & Training Spec 2,14652,81776.04,0.0,1064.0,82840.04,17072.77,12424.5,6555.04,36052.31,118892.35
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790.0,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,51723,32893.7,9929.94,15571.54,58395.18,8356.57,6546.76,4704.47,19607.8,78002.98
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790.0,"SEIU - Miscellaneous, Local 1021",3600,Library,3618,Library Technical Assistant 2,2948,78963.09,0.0,3553.1,82516.19,17005.28,12424.5,6538.21,35967.99,118484.18
Calendar,2015,1,Public Protection,POL,Police,790.0,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1424,Clerk Typist,49032,56276.01,40.63,2365.54,58682.18,12819.46,12424.5,4284.14,29528.1,88210.28
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,6.0,"Electrical Workers, Local 6",7300,Journeyman Trade,7308,Cable Splicer,6602,46278.38,0.0,0.0,46278.38,0.0,0.0,3660.91,3660.91,49939.29
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2230,Physician Specialist,20023,2365.06,0.0,0.0,2365.06,518.89,159.79,183.1,861.78,3226.84
Calendar,2015,6,General Administration & Finance,TIS,General Services Agency - Technology,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1600,"Payroll, Billing & Accounting",1652,Accountant II,26800,67377.82,0.0,0.0,67377.82,13874.04,12424.5,5085.12,31383.66,98761.48
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1070,IS Project Director,16476,135526.06,0.0,0.0,135526.06,27071.16,11468.76,9377.31,47917.23,183443.29
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1637,Patient Accounts Clerk,21467,11672.0,0.0,96.0,11768.0,2190.04,1911.46,809.34,4910.84,16678.84
Calendar,2015,1,Public Protection,FIR,Fire Department,798.0,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,12863,113233.61,26203.15,19135.81,158572.57,25075.55,15196.12,2648.96,42920.63,201493.2
Calendar,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",6300,Construction Inspection,6317,Assistant Const Inspector,11674,21287.0,1140.37,0.0,22427.37,4774.7,3345.08,1803.07,9922.85,32350.22
Calendar,2015,4,Community Health,DPH,Public Health,164.0,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2232,Senior Physician Specialist,18999,234694.37,0.0,0.0,234694.37,47214.76,12418.57,11739.58,71372.91,306067.28
Calendar,2015,6,General Administration & Finance,HRD,Human Resources,22.0,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1203,Personnel Technician,5691,73063.04,0.0,0.0,73063.04,15058.73,12424.5,5785.96,33269.19,106332.23
Calendar,2015,1,Public Protection,POL,Police,911.0,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,38798,117129.72,6020.52,10023.8,133174.04,23205.2,12424.5,2260.37,37890.07,171064.11
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253.0,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,13925,66730.03,15775.63,1907.52,84413.18,18781.89,13148.59,6593.52,38524.0,122937.18
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,1.0,Miscellaneous Unrepresented Employees,9100,Street Transit,9144,"Investigator, Taxi And Accessible Servic",25480,5502.0,0.0,0.0,5502.0,1023.92,716.79,427.04,2167.75,7669.75
Calendar,2015,4,Community Health,DPH,Public Health,790.0,"SEIU - Miscellaneous, Local 1021",1700,Computer Operatns & Repro Svcs,1708,Senior Telephone Operator,21529,34500.59,0.0,3411.91,37912.5,7441.39,7236.68,3110.06,17788.13,55700.63
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,21.0,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,27232,118104.06,0.0,0.0,118104.06,23768.42,12424.5,9711.59,45904.51,164008.57
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,13457,3028.43,0.0,1073.34,4101.77,688.25,386.53,311.21,1385.99,5487.76
Calendar,2015,4,Community Health,DPH,Public Health,535.0,"SEIU - Human Services, Local 1021",2900,Human Services,2908,Hospital Eligiblity Worker,18942,77071.01,0.0,1485.0,78556.01,16164.56,12424.5,6206.61,34795.67,113351.68
